unique_id,soil_ph,soil_organic_carbon_gkg,soil_nitrogen_gkg,soil_clay_pct,soil_sand_pct,soil_cec_cmolkg,soil_bulk_density_gcm3
0a3dced8,5.4,13.879731724872835,1.1382762204968184,45.0,37.0,8.974182454814718,1.22
0a418d49,5.6,8.025013499434122,0.8589280418463421,27.0,54.0,6.38905609893065,1.31
0a4d3b48,5.3,21.19795128144164,2.4556134647626755,49.0,29.0,12.463738035001692,1.12
0a8c82f6,5.8,15.444646771097048,1.2704998375324057,35.0,37.0,12.463738035001692,1.31
0a917bc1,5.7,19.085536923187668,1.691234472349262,43.0,30.0,12.463738035001692,1.25
0a91dfbe,5.6,11.182493960703471,1.1597662537849152,39.0,39.0,11.182493960703471,1.35
0a9b6a12,5.7,15.444646771097048,1.2479079866764715,40.0,36.0,11.182493960703471,1.26
0aaa978c,5.5,12.463738035001692,1.3869108535242765,39.0,35.0,11.182493960703471,1.27
0aababcf,5.5,17.17414536944306,1.8863709892679583,48.0,32.0,13.879731724872835,1.15
0aad543c,5.6,10.0231763806416,0.9155408290138962,32.0,49.0,8.025013499434122,1.29
0acd8e3b,5.3,12.463738035001692,1.225540928492468,41.0,36.0,8.974182454814718,1.28
0ae1517c,5.4,19.085536923187668,2.1899332761161845,41.0,30.0,12.463738035001692,1.08
0ae81503,5.6,23.532530197109352,2.5254214873653824,36.0,36.0,15.444646771097048,1.11
0aecd4f7,5.6,10.0231763806416,1.0750806076741224,38.0,40.0,8.025013499434122,1.41
0af2465e,5.5,15.444646771097048,1.7731947639642978,48.0,34.0,12.463738035001692,1.19
0afc49b5,,,,,,,
0b2a5f82,5.6,13.879731724872835,1.225540928492468,43.0,36.0,7.166169912567652,1.16
0b3e9ae8,5.4,23.532530197109352,2.5966397255692817,45.0,35.0,12.463738035001692,1.08
0b44325d,5.7,15.444646771097048,1.2704998375324057,42.0,39.0,10.0231763806416,1.19
0b47ad24,5.9,15.444646771097048,1.3396468519259908,40.0,37.0,13.879731724872835,1.24
0b4898f5,5.5,11.182493960703471,1.0959355144943643,40.0,37.0,8.974182454814718,1.27
0b5ea74b,5.6,10.0231763806416,1.0137527074704766,42.0,38.0,8.025013499434122,1.33
0b5fabd7,5.4,10.0231763806416,0.9738777322304476,35.0,43.0,8.974182454814718,1.33
0b7fd651,5.3,15.444646771097048,1.5599814183292713,43.0,36.0,10.0231763806416,1.19
0b8a46eb,5.6,11.182493960703471,1.1382762204968184,38.0,37.0,11.182493960703471,1.33
0b930973,5.8,15.444646771097048,1.3631606937057947,37.0,38.0,12.463738035001692,1.32
0ba71d3a,5.7,11.182493960703471,1.2704998375324057,38.0,38.0,10.0231763806416,1.33
0ba93b9a,5.6,15.444646771097048,1.4351296512898744,44.0,40.0,10.0231763806416,1.23
0bb8e468,5.4,8.974182454814718,0.8964808793049515,28.0,51.0,6.38905609893065,1.31
0bd49c35,5.4,12.463738035001692,1.203396426255937,39.0,34.0,8.025013499434122,1.16
0bde5fc1,5.5,13.879731724872835,1.1597662537849152,45.0,30.0,10.0231763806416,1.3
0be32b68,5.4,21.19795128144164,2.287081207383118,51.0,29.0,11.182493960703471,1.14
0bea6a71,5.4,13.879731724872835,1.4108997064172095,44.0,27.0,11.182493960703471,1.26
0c046061,5.6,19.085536923187668,2.1267683651861558,46.0,33.0,12.463738035001692,1.11
0c0859a1,5.9,15.444646771097048,1.534509177617855,40.0,34.0,13.879731724872835,1.18
0c1ce6bb,5.6,11.182493960703471,1.0750806076741224,42.0,36.0,8.974182454814718,1.32
0c24028b,5.6,12.463738035001692,1.181472265498201,37.0,38.0,11.182493960703471,1.29
0c3e7ee7,5.4,13.879731724872835,1.1597662537849152,39.0,39.0,8.025013499434122,1.22
